SourceID	FullnameNoAuthors
13165	Dacryodes
13166	Garuga
13167	Santiria
13168	Polygonella
13169	Heterocodon
13170	Phyteuma
13171	Rollandia
13172	Siphocampylus
13173	Centropogon
13174	Clermontia
13176	Cyananthus
13177	Cyanea
13178	Stixis
13179	Dipelta
13180	Kolkwitzia
13182	Reynoutria
13183	Rheum
13184	Ruprechtia
13185	Tovara
13186	Triplaris
13187	Calyptridium
13188	Spraguea
13189	Claytonia
13190	Montia
13191	Pomatosace
13192	Cortusa
13193	Dodecatheon
13194	Glaux
13195	Hottonia
13196	Omphalogramma
13197	Macrodiervilla
13198	Weigela
13199	Symphoricarpos
13200	Triosteum
13201	Pilostyles
13202	Samolus
13203	Trientalis
13204	Buckinghamia
13205	Cardwellia
13206	Finschia
13207	Leucadendron
13208	Lomatia
13209	Opisthiolepis
13210	Placospermum
13211	Megahertzia
13212	Stirlingia
13213	Stenocarpus
13214	Pteridophyllum
13215	Anemoclema
13216	Asteropyrum
13217	Beesia
13218	Callianthemum
13219	Batrachium
13220	Caltha
13221	Myrcia
13222	Myrcianthes
13223	Myrtella
13224	Pimenta
13225	Rhodamnia
13226	Ristantia
13227	Sphaerantia
13228	Stockwellia
13229	Tristaniopsis
13230	Uromyrtus
13231	Xanthostemon
13232	Nolana
13234	Commicarpus
13235	Davidia
13236	Zabelia
13237	Alsine
13238	Sladenia
13239	Helixanthera
13240	Diapensia
13241	Spatholobus
13242	Parochetus
13243	Rapanea
13244	Abarema
13245	Phacellaria
13246	Tapiscia
13247	Dendrotrophe
13248	Brackenridgea
13249	Euthemis
13250	Gomphia
13251	Ochna
13252	Sinia
13253	Ouratea
13254	Erythropalum
13255	Fontanesia
13256	Forsythia
13257	Comastoma
13258	Pterolobium
13263	Nomocharis
13264	Clethra
13265	Osyris
13266	Pyrularia
13267	Decaisnea
13268	Anisadenia
13269	Menyanthes
13270	Exbucklandia
13271	Veratrilla
13272	Heynea
13273	Dipsacus
13274	Hemsleya
13275	Woodfordia
13276	Fosbergia
13277	Paradombeya
13278	Micrechites
13279	Rhodiola
13280	Cautleya
13281	Hodgsonia
13282	Loxostigma
13283	Holboellia
13284	Philadelphus
13285	Meehania
13286	Notochaete
13287	Homocodon
13288	Goniostemma
13291	Iphigenia
13292	Diphasiastrum
13293	Uncifera
13294	Cryptochilus
13295	Dysphania
13296	Pteroceltis 
13297	Diploclisia
13298	Phyllagathis
13299	Neolepisorus
13300	Lannea
13301	Diphylax
13302	Cleistocalyx
13303	Xizangia
13304	Fargesia
13305	Bothrocaryum
13306	Bergenia
13307	Dipentodon
13308	Bulleyia
13309	Pterygiella
13310	Pinguicula
13311	Sarcosperma
13312	Araiostegiella
13313	Polyspora
13314	Allantodia
13315	Cheilanthopsis
13316	Taenitis
13317	Cyclophorus
13318	Saccoloma
13319	Stigmatopteris
13320	Hippochaete
13321	Morina
13322	Pleurosoriopsis
13323	Aleuritopteris
13324	Microgramma
13325	Niphidium
13326	Pecluma
13327	Palhinhaea
13328	Lastrea
13330	Trophis
13331	Mansoa
13332	Danaea
13333	Camptosorus
13335	Athyriorumohra
13336	Phyllitis
13337	Stenoloma
13338	Cladrastis
13339	Dendrophthoe
13340	Coryphopteris
13341	Diplarche
13343	Neocinnamomum
13344	Mussaendopsis
13345	Visnea
13346	Plocoglottis
13347	Peganum
13348	Echinacanthus
13349	Delavaya
13350	Oparanthus
13351	Eriophyton
13352	Cryptothladia
13353	Corallodiscus
13354	Meconopsis
13355	Circaeaster
13356	Gentianopsis
13357	Hedysarum
13358	Tibetia
13359	Mouretia
13360	Leptocarpus
13361	Boeica
13362	Boniodendron
13363	Cleistanthus
13367	Bhesa
13368	Pycnarrhena
13369	Petrocodon
13370	Ophiuros
13371	Neohymenopogon
13372	Neurogramma
13374	Eschscholzia
13376	Mascagnia
13377	Melicoccus
13379	Parodia
13380	Manilkara
13381	Dactylorhiza
13382	Castilla
13383	Kinostemon
13386	Cardiocrinum
