FullnameWithAuthors	FullnameNoAuthors	SourceID	OutputNameID	OutputHowMatched	OutputFullNameWithAuthors	OutputAbbreviatedTitle	OutputCollation	OutputVolume	OutputIssue	OutputPage	OutputTitlePageYear	OutputYearPublished	OutputNomenclatureStatus	OutputBHLLink	OutputBatchID
	Dickinsia	2561	40029920	FullnameNoAuthors	Dickinsia Franch.	Nouv. Arch. Mus. Hist. Nat., sér. 2	8: 244	8		244	1885		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:52015&volume=8&issue=&spage=244&date=1885	7067
	Gingidia	2562	40014374	FullnameNoAuthors	Gingidia J.W. Dawson	Kew Bull.	29(3): 476	29	3	476	1974		No opinion		7067
	Heracleum	2563	40024239	FullnameNoAuthors	Heracleum L.	Sp. Pl.	1: 249	1		249	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=249&date=1753	7067
	Libanotis	2564	40037217	FullnameNoAuthors	Libanotis Haller ex Zinn	Cat. Pl. Hort. Gott.	226			226	1757		Legitimate		7067
	Lomatium	2565	40008382	FullnameNoAuthors	Lomatium Raf.	J. Phys. Chim. Hist. Nat. Arts	89: 101	89		101	1819		No opinion		7067
	Notopterygium	2566	40029320	FullnameNoAuthors	Notopterygium H. Boissieu	Bull. Herb. Boissier, sér. 2,	2(3): 838	2	3	838	1903		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:49730&volume=2&issue=3&spage=838&date=1903	7067
	Lilaeopsis	2567	40006712	FullnameNoAuthors	Lilaeopsis Greene	Pittonia	2(10B): 192	2	10B	192	1891		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:15369&volume=2&issue=10B&spage=192&date=1891	7067
	Ostericum	2568	40034624	FullnameNoAuthors	Ostericum Hoffm.	Gen. Pl. Umbell. (ed. 2)	162			162	1816		No opinion		7067
	Perideridia	2569	40004585	FullnameNoAuthors	Perideridia Rchb.	Handb. Nat. Pfl.-Syst.	219			219	1837		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:7598&volume=&issue=&spage=219&date=1837	7067
	Pleurospermum	2570	40011934	FullnameNoAuthors	Pleurospermum Hoffm.	Gen. Pl. Umbell.	8			8	1814		No opinion		7067
	Ptilimnium	2571	40020274	FullnameNoAuthors	Ptilimnium Raf.	Neogenyton	2			2	1825		No opinion		7067
	Sphenosciadium	2572	40003431	FullnameNoAuthors	Sphenosciadium A. Gray	Proc. Amer. Acad. Arts	6: 536–537	6		536	1865		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:3934&volume=6&issue=&spage=536&date=1865	7067
	Spuriopimpinella	2573	40004081	FullnameNoAuthors	Spuriopimpinella (H. Boissieu) Kitag.	J. Jap. Bot.	17: 558	17		558	1941		No opinion		7067
	Tauschia	2574	40010452	FullnameNoAuthors	Tauschia Schltdl.	Linnaea	9(5): 607–609	9	5	607	1834	1835	Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:626&volume=9&issue=5&spage=607&date=1834	7067
	Tilingia	2575	40014562	FullnameNoAuthors	Tilingia Regel & Tiling	Nouv. Mém. Soc. Imp. Naturalistes Moscou	11: 97	11		97	1859		No opinion		7067
	Saposhnikovia	2576	40029485	FullnameNoAuthors	Saposhnikovia Schischk.	Fl. URSS	17: 359	17		359	1951		No opinion		7067
	Sinolimprichtia	2577	40000654	FullnameNoAuthors	Sinolimprichtia H. Wolff	Repert. Spec. Nov. Regni Veg. Beih.	12: 448	12		448	1922		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:6505&volume=12&issue=&spage=448&date=1922	7067
	Seseli	2578	40035875	FullnameNoAuthors	Seseli L.	Sp. Pl.	1: 259	1		259	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=259&date=1753	7067
	Selinum	2579	40035043	FullnameNoAuthors	Selinum L.	Sp. Pl. (ed. 2)	1: 350–351	1		350	1762		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:11179&volume=1&issue=&spage=350&date=1762	7067
	Scandix	2580	40030772	FullnameNoAuthors	Scandix L.	Sp. Pl.	1: 256	1		256	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=256&date=1753	7067
	Sphallerocarpus	2581	40003341	FullnameNoAuthors	Sphallerocarpus Besser ex DC.	Coll. Mém.	5: 60	5		60	1829		No opinion		7067
	Tongoloa	2582	40015324	FullnameNoAuthors	Tongoloa H. Wolff	Notizbl. Bot. Gart. Berlin–Dahlem	9(84): 279–280	9	84	279	1925		No opinion		7067
	Vicatia	2583	40024104	FullnameNoAuthors	Vicatia DC.	Prodr.	4: 243	4		243	1830		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:286&volume=4&issue=&spage=243&date=1830	7067
	Trachydium	2584	40016068	FullnameNoAuthors	Trachydium Lindl.	Ill. Bot. Himal. Mts.	232			232	1835		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:449&volume=&issue=&spage=232&date=1835	7067
	Trachymene	2585	40016092	FullnameNoAuthors	Trachymene Rudge	Trans. Linn. Soc. London	10: 300	10		300	1811		No opinion		7067
	Amsonia	10593	40012871	FullnameNoAuthors	Amsonia Walter	Fl. Carol.	11, 98			11	1788		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:9458&volume=&issue=&spage=11&date=1788	7067
	Epigynum	10594	40004157	FullnameNoAuthors	Epigynum Wight	Icon. Pl. Ind. Orient.	4(2): 4	4	2	4	1848		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:92&volume=4&issue=2&spage=4&date=1848	7067
	Beaumontia	10595	40025750	FullnameNoAuthors	Beaumontia Wall.	Tent. Fl. Napal.	14, pl. 7			14	1824		No opinion		7067
	Apocynum	10596	40017767	FullnameNoAuthors	Apocynum L.	Sp. Pl.	1: 213	1		213	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=213&date=1753	7067
	Aspidosperma	10597	40021014	FullnameNoAuthors	Aspidosperma Mart. & Zucc.	Flora	7(1, Beil. 4): 135	7	1, Beil. 4	135	1824		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:64&volume=7&issue=1, Beil. 4&spage=135&date=1824	7067
	Ervatamia	10599	40005813	FullnameNoAuthors	Ervatamia (DC.) Stapf	Fl. Trop. Afr.	4(1): 126	4	1	126	1902		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:42&volume=4&issue=1&spage=126&date=1902	7067
	Forsteronia	10600	40010441	FullnameNoAuthors	Forsteronia G. Mey.	Prim. Fl. Esseq.	133–134			133	1818		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:49397&volume=&issue=&spage=133&date=1818	7067
	Ichnocarpus	10601	40030395	FullnameNoAuthors	Ichnocarpus R. Br.	Mem. Wern. Nat. Hist. Soc.	1: 61	1		61	1811		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:51629&volume=1&issue=&spage=61&date=1811	7067
	Kibatalia	10602	40035371	FullnameNoAuthors	Kibatalia G. Don	Gen. Hist.	4: 70, 86	4		70	1837		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:502&volume=4&issue=&spage=70&date=1837	7067
	Kopsia	10603	40036341	FullnameNoAuthors	Kopsia Blume	Catalogus	12			12	1823		Legitimate		7067
	Lacmellea	10604	40000907	FullnameNoAuthors	Lacmellea H. Karst.	Linnaea	28: 449	28		449	1856	1857	Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:626&volume=28&issue=&spage=449&date=1856	7067
	Lepinia	10605	40004487	FullnameNoAuthors	Lepinia Decne.	Ann. Sci. Nat., Bot., sér. 3,	12: 194	12		194	1849		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:5010&volume=12&issue=&spage=194&date=1849	7067
	Mandevilla	10606	40013105	FullnameNoAuthors	Mandevilla Lindl.	Edwards's Bot. Reg.	26: pl. 7	26		pl. 7	1840		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:383&volume=26&issue=&spage=pl. 7&date=1840	7067
	Neisosperma	10607	40025925	FullnameNoAuthors	Neisosperma Raf.	Sylva Tellur.	162			162	1838		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:248&volume=&issue=&spage=162&date=1838	7067
	Papuechites	10608	40000836	FullnameNoAuthors	Papuechites Markgr.	Nova Guinea	14: 287	14		287	1927		No opinion		7067
	Parameria	10609	40001342	FullnameNoAuthors	Parameria Benth.	Gen. Pl.	2: 715	2		715	1876		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:747&volume=2&issue=&spage=715&date=1876	7067
	Pottsia	10610	40015554	FullnameNoAuthors	Pottsia Hook. & Arn.	Bot. Beechey Voy.	198			198	1841	1837	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:246&volume=&issue=&spage=198&date=1841	7067
	Sindechites	10611	40000531	FullnameNoAuthors	Sindechites Oliv.	Hooker's Icon. Pl.	18: , t. 1772	18			1888		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:16059&volume=18&issue=&spage=&date=1888	7067
	Temnadenia	10612	40010975	FullnameNoAuthors	Temnadenia Miers	Apocyn. S. Am.	207			207	1878		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:164&volume=&issue=&spage=207&date=1878	7067
	Willughbeia	10613	40026365	FullnameNoAuthors	Willughbeia Roxb.	Pl. Coromandel	3: 77, t. 280	3		77	1820		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:467&volume=3&issue=&spage=77&date=1820	7067
	Cathaya	10614	40002748	FullnameNoAuthors	Cathaya Chun & Kuang	Acta Bot. Sin.	10(3): 245	10	3	245	1962		No opinion		7067
	Dacrydium	10615	40021064	FullnameNoAuthors	Dacrydium Lamb.	Descr. Pinus	1: 93	1		93	1807		Legitimate		7067
	Sphenostemon	10616	40003436	FullnameNoAuthors	Sphenostemon Baill.	Bull. Mens. Soc. Linn. Paris	1: 53	1		53	1875		No opinion		7067
	Lepidothamnus	10617	40004426	FullnameNoAuthors	Lepidothamnus Phil.	Linnaea	30: 730	30		730	1860		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:626&volume=30&issue=&spage=730&date=1860	7067
	Sundacarpus	10618	50108770	FullnameNoAuthors	Sundacarpus (J. Buchholz & N.E. Gray) C.N. Page	Notes Roy. Bot. Gard. Edinburgh	45: 378	45		378	1989		No opinion		7067
	Arthrophytum	10619	40020216	FullnameNoAuthors	Arthrophytum Schrenk	Bull. Cl. Phys.-Math. Acad. Imp. Sci. Saint-Pétersbourg	3: 211	3		211	1845		No opinion		7067
	Brassaiopsis	10620	40031115	FullnameNoAuthors	Brassaiopsis Decne. & Planch.	Rev. Hort.	3: 106	3		106	1854		No opinion		7067
	Phoradendron	10621	40007153	FullnameNoAuthors	Phoradendron Nutt.	J. Acad. Nat. Sci. Philadelphia, ser. 2	1(2): 185–186	1	2	185	1848		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:34362&volume=1&issue=2&spage=185&date=1848	7067
	Cheirodendron	12622	40006518	FullnameNoAuthors	Cheirodendron Nutt. ex Seem.	J. Bot.	5: 236	5		236	1867		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:15787&volume=5&issue=&spage=236&date=1867	7067
	Archiboehmeria	12623	40037735	FullnameNoAuthors	Archiboehmeria C.J. Chen	Acta Phytotax. Sin.	18(4): 477	18	4	477	1980		No opinion		7067
	Arthrophyllum	12624	40020203	FullnameNoAuthors	Arthrophyllum Blume	Bijdr. Fl. Ned. Ind.	878			878	1826		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:395&volume=&issue=&spage=878&date=1826	7067
	Diplopanax	12625	40032795	FullnameNoAuthors	Diplopanax Hand.-Mazz.	Sinensia	3(8): 197–198	3	8	197	1933		No opinion		7067
	Gamblea	12626	40012229	FullnameNoAuthors	Gamblea C.B. Clarke	Fl. Brit. India	2: 739	2		739	1879		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:678&volume=2&issue=&spage=739&date=1879	7067
	Euaraliopsis	12627													7067
	Evodiopanax	12628	40007868	FullnameNoAuthors	Evodiopanax (Harms) Nakai	J. Arnold Arbor.	5: 7–8	5		7	1924		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:480&volume=5&issue=&spage=7&date=1924	7067
	Macropanax	12629	40011551	FullnameNoAuthors	Macropanax Miq.	Fl. Ned. Ind.	1(1): 763	1	1	763	1856		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:93&volume=1&issue=1&spage=763&date=1856	7067
	Merrilliopanax	12630	40017522	FullnameNoAuthors	Merrilliopanax H.L. Li	Sargentia	2: 62	2		62	1942		No opinion		7067
	Motherwellia	12631	40023173	FullnameNoAuthors	Motherwellia F. Muell.	Fragm.	7: 107	7		107	1870		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:287&volume=7&issue=&spage=107&date=1870	7067
	Oplopanax	12632	40032585	FullnameNoAuthors	Oplopanax (Torr. & A. Gray) Miq.	Ann. Mus. Bot. Lugduno-Batavi	1: 16	1		16	1863		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:113&volume=1&issue=&spage=16&date=1863	7067
	Oreopanax	12633	40033203	FullnameNoAuthors	Oreopanax Decne. & Planch.	Rev. Hort., sér. 4,	3: 107–108	3		107	1854		No opinion		7067
	Memorialis	12634	40016877	FullnameNoAuthors	Memorialis Buch.-Ham.	Arch. Mus. Hist. Nat.	9(3–4): 415	9	3-4	415	1856-1857	1857	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:35667&volume=9&issue=3-4&spage=415&date=1856-1857	7067
	Panax	12635	40000346	FullnameNoAuthors	Panax L.	Sp. Pl.	2: 1058	2		1058	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=1058&date=1753	7067
	Pseudopanax	12636	40018163	FullnameNoAuthors	Pseudopanax C. Koch	Wochenschr. Gärtnerei Pflanzenk.	2: 366	2		366	1859		No opinion		7067
	Apama	12638	40017047	FullnameNoAuthors	Apama Lam.	Encycl.	1: 91	1		91	1783		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:824&volume=1&issue=&spage=91&date=1783	7067
	Trevesia	12639	40016705	FullnameNoAuthors	Trevesia Vis.	Giorn. Tosc. Sc. Med. Fis. e Nat.	1: 72	1		72	1840		No opinion		7067
	Pentaphylax	12640	40003866	FullnameNoAuthors	Pentaphylax Gardner & Champ.	Hooker's J. Bot. Kew Gard. Misc.	1: 244	1		244	1849		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:236&volume=1&issue=&spage=244&date=1849	7067
	Graphistemma	12641	40017139	FullnameNoAuthors	Graphistemma (Champ. ex Benth.) Champ. ex Benth.	Gen. Pl.	2: 760	2		760	1876		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:747&volume=2&issue=&spage=760&date=1876	7067
	Calotropis	12643	40035662	FullnameNoAuthors	Calotropis R. Br.	Asclepiadeae	28			28	1810		Legitimate		7067
	Saruma	12644	40030264	FullnameNoAuthors	Saruma Oliv.	Hooker's Icon. Pl.	19(4): , pl. 1895	19	4		1889		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:16059&volume=19&issue=4&spage=&date=1889	7067
	Vincetoxicum	12645	40024416	FullnameNoAuthors	Vincetoxicum Wolf	Gen. Pl.	130			130	1776		Legitimate		7067
	Gongronema	12646	40016111	FullnameNoAuthors	Gongronema (Endl.) Decne.	Prodr.	8: 624	8		624	1844		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:286&volume=8&issue=&spage=624&date=1844	7067
	Myriopteron	12648	40024429	FullnameNoAuthors	Myriopteron Griff.	Calcutta J. Nat. Hist.	4: 385	4		385	1844		No opinion		7067
	Pentasachme	12649	40003992	FullnameNoAuthors	Pentasachme Wall. ex Wight	Contr. Bot. India	60			60	1834		No opinion		7067
	Harrisonia	12650	40021443	FullnameNoAuthors	Harrisonia R. Br. ex A. Juss.	Mém. Mus. Hist. Nat.	12: 517	12		517	1825		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:50067&volume=12&issue=&spage=517&date=1825	7067
	Periploca	12651	40004719	FullnameNoAuthors	Periploca L.	Sp. Pl.	1: 211	1		211	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=211&date=1753	7067
	Sarcostemma	12652	40029983	FullnameNoAuthors	Sarcostemma R. Br.	Prodr.	463			463	1810		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:3678&volume=&issue=&spage=463&date=1810	7067
	Myriocarpa	12653	40024369	FullnameNoAuthors	Myriocarpa Benth.	Bot. Voy. Sulphur	168, t. 55			168	1844	1846	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:908&volume=&issue=&spage=168&date=1844	7067
	Phenax	12654	40006537	FullnameNoAuthors	Phenax Wedd.	Ann. Sci. Nat., Bot., sér. 4,	1: 191–192	1		191	1854		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:5010&volume=1&issue=&spage=191&date=1854	7067
	Neraudia	12655	40027594	FullnameNoAuthors	Neraudia Gaudich.	Voyage Monde Bot.	500			500	1830		No opinion		7067
	Nardostachys	12658	40025223	FullnameNoAuthors	Nardostachys DC.	Prodr.	4: 624	4		624	1830		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:286&volume=4&issue=&spage=624&date=1830	7067
	Acanthospermum	12659	40030090	FullnameNoAuthors	Acanthospermum Schrank	Pl. Rar. Hort. Monac.	2(6): , pl. 53	2	6		1819	1820	nom. cons.		7067
	Achyrocline	12660	40030623	FullnameNoAuthors	Achyrocline (Less.) DC.	Prodr.	6: 219	6		219	1837	1838	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:286&volume=6&issue=&spage=219&date=1837	7067
	Juncellus	12661	40033894	FullnameNoAuthors	Juncellus (Griseb.) C.B. Clarke	Fl. Brit. India	6(18): 594	6	18	594	1893		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:678&volume=6&issue=18&spage=594&date=1893	7067
	Achyrophorus	12662	100377731	FullnameNoAuthors	Achyrophorus Scop.								No opinion		7067
	Erro	12663													7067
	Valerianella	12664	40022660	FullnameNoAuthors	Valerianella Mill.	Gard. Dict. Abr. (ed. 4)	vol. 3			vol. 3	1754		No opinion		7067
	Plectritis	12665	40011105	FullnameNoAuthors	Plectritis (Lindl.) DC.	Prodr.	4: 631	4		631	1830		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:286&volume=4&issue=&spage=631&date=1830	7067
	Ajania	12666	40035012	FullnameNoAuthors	Ajania Poljakov	Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk SSSR	17: 419	17		419	1955		Legitimate		7067
	Dichromena	12667													7067
	Dulichium	12668	40036372	FullnameNoAuthors	Dulichium Pers.	Syn. Pl.	1: 65	1		65	1805		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:638&volume=1&issue=&spage=65&date=1805	7067
	Tsoongia	12669	40020328	FullnameNoAuthors	Tsoongia Merr.	Philipp. J. Sci.	23(3): 264–265	23	3	264	1923		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:69&volume=23&issue=3&spage=264&date=1923	7067
	Antennaria	12670	40015884	FullnameNoAuthors	Antennaria Gaertn.	Fruct. Sem. Pl.	2(3): 410, pl. 167, f. 3	2	3	410	1791		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:53838&volume=2&issue=3&spage=410&date=1791	7067
	Arctotheca	12671	40018843	FullnameNoAuthors	Arctotheca J.C. Wendl.	Bot. Beob.	41			41	1798		No opinion		7067
	Kobresia	12672	40035968	FullnameNoAuthors	Kobresia Willd.	Sp. Pl.	4(1): 205	4		205	1805		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:727&volume=4&issue=&spage=205&date=1805	7067
	Garrettia	12673	40012570	FullnameNoAuthors	Garrettia H.R. Fletcher	Bull. Misc. Inform. Kew	1937(2): 71–72, 74, f. 1	1937	2	71	1937		No opinion		7067
	Viticipremna	12674	40024684	FullnameNoAuthors	Viticipremna H.J. Lam	Verbenac. Malay. Archip.	162			162	1919		No opinion		7067
	Teucridium	12675	40012456	FullnameNoAuthors	Teucridium Hook. f.	Fl. Nov.-Zel.	1: 203	1		203	1853		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:16029&volume=1&issue=&spage=203&date=1853	7067
	Oxycaryum	12676	40035326	FullnameNoAuthors	Oxycaryum Nees	Fl. Bras.	2(1): 90	2	1	90	1842		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:454&volume=2&issue=1&spage=90&date=1842	7067
	Machaerina	12677	40010922	FullnameNoAuthors	Machaerina Vahl	Enum. Pl.	2: 238	2		238	1805		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:272&volume=2&issue=&spage=238&date=1805	7067
	Rinorea	12678	40026053	FullnameNoAuthors	Rinorea Aubl.	Hist. Pl. Guiane	1: 235, pl. 93	1		235	1775		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:674&volume=1&issue=&spage=235&date=1775	7067
	Melicytus	12679	40016458	FullnameNoAuthors	Melicytus J.R. Forst. & G. Forst.	Char. Gen. Pl.	62			62	1775		No opinion		7067
	Petrea	12680	40005566	FullnameNoAuthors	Petrea L.	Sp. Pl.	2: 626	2		626	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=626&date=1753	7067
	Priva	12681	40016252	FullnameNoAuthors	Priva Adans.	Fam. Pl.	2: 505	2		505	1763		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:271&volume=2&issue=&spage=505&date=1763	7067
	Citharexylum	12682	40009390	FullnameNoAuthors	Citharexylum L.	Sp. Pl.	2: 625	2		625	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=625&date=1753	7067
	Uncinia	12683	40021590	FullnameNoAuthors	Uncinia Pers.	Syn. Pl.	2: 534	2		534	1807		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:638&volume=2&issue=&spage=534&date=1807	7067
	Arceuthobium	12684	40018597	FullnameNoAuthors	Arceuthobium M. Bieb.	Fl. Taur.-Caucas.	3: 629–630	3		629	1819		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:10825&volume=3&issue=&spage=629&date=1819	7067
	Enhalus	12685	40003545	FullnameNoAuthors	Enhalus Rich.	Mém. Cl. Sci. Math. Inst. Natl. France	12(2): 64	12	2	64	1814		Legitimate		7067
	Hastingsia	12686	40021683	FullnameNoAuthors	Hastingsia S. Watson	Proc. Amer. Acad. Arts	14: 217, 242	14		217	1879		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:3934&volume=14&issue=&spage=217&date=1879	7067
	Lachnanthes	12687	40000752	FullnameNoAuthors	Lachnanthes Elliott	Sketch Bot. S. Carolina	1: 47	1		47	1816		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:9508&volume=1&issue=&spage=47&date=1816	7067
	Psomiocarpa	12688	40019080	FullnameNoAuthors	Psomiocarpa C. Presl	Abh. Königl. Böhm. Ges. Wiss., ser. 5,	6: 521	6		521	1851		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:79652&volume=6&issue=&spage=521&date=1851	7067
	Alseodaphne	12689	40010808	FullnameNoAuthors	Alseodaphne Nees	Pl. Asiat. Rar.	2: 61, 71	2		61	1831		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:468&volume=2&issue=&spage=61&date=1831	7067
	Triglochin	12690	40018268	FullnameNoAuthors	Triglochin L.	Sp. Pl.	1: 338	1		338	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=338&date=1753	7067
	Clintonia	12691	40010450	FullnameNoAuthors	Clintonia Raf.	Amer. Monthly Mag. & Crit. Rev.	2: 266	2		266	1818		Legitimate		7067
