id,hast_family_id,ptype,family,family_zh,family_apgiv,family_apgiv_zh
414,854,3,Akaniaceae,疊珠樹科,Akaniaceae,疊珠樹科
415,855,3,Moringaceae,辣木科,Moringaceae,辣木科
416,856,3,Limnanthaceae,沼花科,Limnanthaceae,沼花科
417,857,3,Setchellanthaceae,夷白花菜科,Setchellanthaceae,夷白花菜科
418,858,3,Koeberliniaceae,刺枝木科,Koeberliniaceae,刺枝木科
419,859,3,Salvadoraceae,刺茉莉科,Salvadoraceae,刺茉莉科
420,860,3,Emblingiaceae,澳遠志科,Emblingiaceae,澳遠志科
421,861,3,Tovariaceae,鮮芹味科,Tovariaceae,鮮芹味科
422,862,3,Pentadiplandraceae,瘤葯花科,Pentadiplandraceae,瘤葯花科
423,863,3,Gyrostemonaceae,環蕊木科,Gyrostemonaceae,環蕊木科
424,864,3,Cleomaceae,醉蝶花科,Cleomaceae,醉蝶花科
425,865,3,Aextoxicaceae,毒羊樹科,Aextoxicaceae,毒羊樹科
426,866,3,Berberidopsidaceae,智利藤科,Berberidopsidaceae,智利藤科
427,867,3,Misodendraceae,羽毛果科,Misodendraceae,羽毛果科
428,868,3,Schoepfiaceae,青皮木科,Schoepfiaceae,青皮木科
429,869,3,Frankeniaceae,瓣鱗花科,Frankeniaceae,瓣鱗花科
430,870,3,Drosophyllaceae,露葉毛氈苔科,Drosophyllaceae,露葉毛氈苔科
431,871,3,Dioncophyllaceae,雙鉤葉科,Dioncophyllaceae,雙鉤葉科
432,872,3,Rhabdodendraceae,棒狀木科,Rhabdodendraceae,棒狀木科
433,873,3,Simmondsiaceae,荷荷巴科,Simmondsiaceae,荷荷巴科
434,874,3,Physenaceae,獨子果科,Physenaceae,獨子果科
435,875,3,Asteropeiaceae,翼萼茶科,Asteropeiaceae,翼萼茶科
436,876,3,Macarthuriaceae,燈粟草科,Macarthuriaceae,燈粟草科
437,877,3,Microteaceae,鬼椒草科,Microteaceae,鬼椒草科
438,878,3,Achatocarpaceae,瑪瑙果科,Achatocarpaceae,瑪瑙果科
439,879,3,Stegnospermataceae,白籽樹科,Stegnospermataceae,白籽樹科
440,880,3,Limeaceae,腺粟草科,Limeaceae,腺粟草科
441,881,3,Lophiocarpaceae,稜果椒科,Lophiocarpaceae,稜果椒科
442,882,3,Kewaceae,蓬粟草科,Kewaceae,蓬粟草科
443,883,3,Barbeuiaceae,商葉藤科,Barbeuiaceae,商葉藤科
444,884,3,Gisekiaceae,吉粟草科,Gisekiaceae,吉粟草科
445,885,3,Petiveriaceae,蒜香草科,Petiveriaceae,蒜香草科
446,886,3,Sarcobataceae,肉刺藜科,Sarcobataceae,肉刺藜科
447,887,3,Montiaceae,水繁縷科,Montiaceae,水繁縷科
448,888,3,Didiereaceae,刺戟木科,Didiereaceae,刺戟木科
449,889,3,Halophytaceae,濱藜葉科,Halophytaceae,濱藜葉科
450,890,3,Talinaceae,土人參科,Talinaceae,土人參科
451,891,3,Anacampserotaceae,回歡草科,Anacampserotaceae,回歡草科
452,892,3,Hydrostachyaceae,水穗草科,Hydrostachyaceae,水穗草科
453,893,3,Hydrangeaceae,八仙花科,Hydrangeaceae,八仙花科
454,894,3,Loasaceae,刺蓮花科,Loasaceae,刺蓮花科
455,895,3,Curtisiaceae,南非茱萸科,Curtisiaceae,南非茱萸科
456,896,3,Grubbiaceae,毛盤花科,Grubbiaceae,毛盤花科
457,897,3,Marcgraviaceae,蜜囊花科,Marcgraviaceae,蜜囊花科
458,898,3,Tetrameristaceae,四出花科,Tetrameristaceae,四出花科
459,899,3,Fouquieriaceae,福桂花科,Fouquieriaceae,福桂花科
460,900,3,Sladeniaceae,肋果茶科,Sladeniaceae,肋果茶科
461,901,3,Sarraceniaceae,瓶子草科,Sarraceniaceae,瓶子草科
462,902,3,Roridulaceae,捕蟲木科,Roridulaceae,捕蟲木科
463,903,3,Cyrillaceae,鞣木科,Cyrillaceae,鞣木科
464,904,3,Mitrastemonaceae,奴草科,Mitrastemonaceae,奴草科
465,905,3,Oncothecaceae,鉤葯茶科,Oncothecaceae,鉤葯茶科
466,906,3,Metteniusaceae,念珠葯科,Metteniusaceae,念珠葯科
467,907,3,Eucommiaceae,杜仲科,Eucommiaceae,杜仲科
468,908,3,Garryaceae,絲纓花科,Garryaceae,絲纓花科
469,909,3,Gelsemiaceae,鉤吻科,Gelsemiaceae,鉤吻科
470,910,3,Vahliaceae,二歧草科,Vahliaceae,二歧草科
471,911,3,Montiniaceae,扁子木科,Montiniaceae,扁子木科
472,912,3,Hydroleaceae,田亞麻科,Hydroleaceae,田亞麻科
473,913,3,Plocospermataceae,毛子樹科,Plocospermataceae,毛子樹科
474,914,3,Carlemanniaceae,香茜科,Carlemanniaceae,香茜科
475,915,3,Tetrachondraceae,四核香科,Tetrachondraceae,四核香科
476,916,3,Calceolariaceae,蒲包花科,Calceolariaceae,蒲包花科
477,917,3,Stilbaceae,細密葉科,Stilbaceae,細密葉科
478,918,3,Linderniaceae,母草科,Linderniaceae,母草科
479,919,3,Byblidaceae,二型腺毛科,Byblidaceae,二型腺毛科
480,920,3,Martyniaceae,角胡麻科,Martyniaceae,角胡麻科
481,921,3,Schlegeliaceae,夷地黃科,Schlegeliaceae,夷地黃科
482,922,3,Thomandersiaceae,非洲爵床科,Thomandersiaceae,非洲爵床科
483,923,3,Mazaceae,通泉科,Mazaceae,通泉科
484,924,3,Paulowniaceae,泡桐科,Paulowniaceae,泡桐科
485,925,3,Stemonuraceae,金檀木科,Stemonuraceae,金檀木科
486,926,3,Phyllonomaceae,葉頂花科,Phyllonomaceae,葉頂花科
487,927,3,Helwingiaceae,青莢葉科,Helwingiaceae,青莢葉科
488,928,3,Rousseaceae,毛島藤灌科,Rousseaceae,毛島藤灌科
489,929,3,Alseuosmiaceae,島海桐科,Alseuosmiaceae,島海桐科
490,930,3,Phellinaceae,新冬青科,Phellinaceae,新冬青科
491,931,3,Argophyllaceae,雪葉木科,Argophyllaceae,雪葉木科
492,932,3,Calyceraceae,萼角花科,Calyceraceae,萼角花科
493,933,3,Escalloniaceae,吊片果科,Escalloniaceae,吊片果科
494,934,3,Columelliaceae,彎葯樹科,Columelliaceae,彎葯樹科
495,935,3,Bruniaceae,鱗葉樹科,Bruniaceae,鱗葉樹科
496,936,3,Paracryphiaceae,盔瓣花科,Paracryphiaceae,盔瓣花科
497,937,3,Pennantiaceae,澳茱萸科,Pennantiaceae,澳茱萸科
498,938,3,Torricelliaceae,鞘柄木科,Torricelliaceae,鞘柄木科
499,939,3,Griseliniaceae,南茱萸科,Griseliniaceae,南茱萸科
500,940,3,Myodocarpaceae,裂果楓科,Myodocarpaceae,裂果楓科
501,941,3,Codonaceae,刺鐘花科,Codonaceae,刺鐘花科
502,942,3,Coldeniaceae,生果草科,Coldeniaceae,生果草科
503,943,3,Cordiaceae,破布子科,Cordiaceae,破布子科
504,944,3,Ehretiaceae,厚殼樹科,Ehretiaceae,厚殼樹科
505,945,3,Heliotropiaceae,天芹菜科,Heliotropiaceae,天芹菜科
506,946,3,Hoplestigmataceae,單柱花科,Hoplestigmataceae,單柱花科
507,947,3,Lennoaceae,蓋裂寄生科,Lennoaceae,蓋裂寄生科
508,948,3,Namaceae,壺斗花科,Namaceae,壺斗花科
509,949,3,Wellstediaceae,蒴紫草科,Wellstediaceae,蒴紫草科
